Semana,Año,PedernalEnTejada,SobranteEnPinadero,AlicahueEnColliguay
10-Sep,2045,0.017,0.088,0.095
17-Sep,2045,0.023,0.086,0.09
24-Sep,2045,0.026,0.097,0.125
1-Oct,2045,0.023,0.087,0.097
8-Oct,2045,0.029,0.151,0.152
15-Oct,2045,0.02,0.11,0.11
22-Oct,2045,0.018,0.131,0.105
29-Oct,2045,0.017,0.115,0.097
5-Nov,2045,0.017,0.119,0.092
12-Nov,2045,0.015,0.1,0.087
19-Nov,2045,0.015,0.089,0.084
26-Nov,2045,0.012,0.085,0.081
3-Dec,2045,0.014,0.082,0.079
10-Dec,2045,0.011,0.079,0.078
17-Dec,2045,0.012,0.077,0.076
24-Dec,2045,0.009,0.065,0.065
1-Jan,2046,0.013,0.092,0.085
8-Jan,2046,0.01,0.089,0.083
15-Jan,2046,0.011,0.086,0.082
22-Jan,2046,0.01,0.083,0.08
29-Jan,2046,0.012,0.081,0.079
5-Feb,2046,0.01,0.079,0.078
12-Feb,2046,0.012,0.077,0.077
19-Feb,2046,0.01,0.076,0.076
26-Feb,2046,0.011,0.066,0.072
5-Mar,2046,0.01,0.073,0.074
12-Mar,2046,0.012,0.072,0.073
19-Mar,2046,0.011,0.072,0.073
26-Mar,2046,0.012,0.071,0.072
2-Apr,2046,0.012,0.071,0.071
9-Apr,2046,0.012,0.07,0.071
16-Apr,2046,0.011,0.069,0.07
23-Apr,2046,0.012,0.068,0.069
30-Apr,2046,0.011,0.067,0.068
7-May,2046,0.012,0.066,0.067
14-May,2046,0.012,0.065,0.067
21-May,2046,0.013,0.064,0.066
28-May,2046,0.012,0.064,0.066
4-Jun,2046,0.013,0.065,0.065
11-Jun,2046,0.013,0.065,0.065
18-Jun,2046,0.013,0.092,0.069
25-Jun,2046,0.012,0.11,0.081
2-Jul,2046,0.013,0.12,0.11
9-Jul,2046,0.012,0.111,0.094
16-Jul,2046,0.012,0.097,0.125
23-Jul,2046,0.012,0.116,0.116
30-Jul,2046,0.012,0.117,0.109
6-Aug,2046,0.012,0.104,0.103
13-Aug,2046,0.012,0.098,0.098
20-Aug,2046,0.012,0.093,0.095
27-Aug,2046,0.012,0.092,0.1
3-Sep,2046,0.012,0.091,0.097
10-Sep,2046,0.017,0.088,0.095
17-Sep,2046,0.023,0.086,0.09
24-Sep,2046,0.026,0.097,0.125
1-Oct,2046,0.023,0.087,0.097
8-Oct,2046,0.029,0.151,0.152
15-Oct,2046,0.02,0.11,0.11
22-Oct,2046,0.018,0.131,0.105
29-Oct,2046,0.017,0.115,0.097
5-Nov,2046,0.017,0.119,0.092
12-Nov,2046,0.015,0.1,0.087
19-Nov,2046,0.015,0.089,0.084
26-Nov,2046,0.012,0.085,0.081
3-Dec,2046,0.014,0.082,0.079
10-Dec,2046,0.011,0.079,0.078
17-Dec,2046,0.012,0.077,0.076
24-Dec,2046,0.009,0.065,0.065
1-Jan,2047,0.013,0.092,0.085
8-Jan,2047,0.01,0.089,0.083
15-Jan,2047,0.011,0.086,0.082
22-Jan,2047,0.01,0.083,0.08
29-Jan,2047,0.012,0.081,0.079
5-Feb,2047,0.01,0.079,0.078
12-Feb,2047,0.012,0.077,0.077
19-Feb,2047,0.01,0.076,0.076
26-Feb,2047,0.011,0.066,0.072
5-Mar,2047,0.01,0.073,0.074
12-Mar,2047,0.012,0.072,0.073
19-Mar,2047,0.011,0.072,0.073
26-Mar,2047,0.012,0.071,0.072
2-Apr,2047,0.012,0.071,0.071
9-Apr,2047,0.012,0.07,0.071
16-Apr,2047,0.011,0.069,0.07
23-Apr,2047,0.012,0.068,0.069
30-Apr,2047,0.011,0.067,0.068
7-May,2047,0.012,0.066,0.067
14-May,2047,0.012,0.065,0.067
21-May,2047,0.013,0.064,0.066
28-May,2047,0.012,0.064,0.066
4-Jun,2047,0.013,0.065,0.065
11-Jun,2047,0.013,0.065,0.065
18-Jun,2047,0.013,0.092,0.069
25-Jun,2047,0.012,0.11,0.081
2-Jul,2047,0.013,0.12,0.11
9-Jul,2047,0.012,0.111,0.094
16-Jul,2047,0.012,0.097,0.125
23-Jul,2047,0.012,0.116,0.116
30-Jul,2047,0.012,0.117,0.109
6-Aug,2047,0.012,0.104,0.103
13-Aug,2047,0.012,0.098,0.098
20-Aug,2047,0.012,0.093,0.095
27-Aug,2047,0.012,0.092,0.1
3-Sep,2047,0.012,0.091,0.097
10-Sep,2047,0.017,0.088,0.095
17-Sep,2047,0.023,0.086,0.09
24-Sep,2047,0.026,0.097,0.125
1-Oct,2047,0.023,0.087,0.097
8-Oct,2047,0.029,0.151,0.152
15-Oct,2047,0.02,0.11,0.11
22-Oct,2047,0.018,0.131,0.105
29-Oct,2047,0.017,0.115,0.097
5-Nov,2047,0.017,0.119,0.092
12-Nov,2047,0.015,0.1,0.087
19-Nov,2047,0.015,0.089,0.084
26-Nov,2047,0.012,0.085,0.081
3-Dec,2047,0.014,0.082,0.079
10-Dec,2047,0.011,0.079,0.078
17-Dec,2047,0.012,0.077,0.076
24-Dec,2047,0.009,0.065,0.065
1-Jan,2048,0.013,0.092,0.085
8-Jan,2048,0.01,0.089,0.083
15-Jan,2048,0.011,0.086,0.082
22-Jan,2048,0.01,0.083,0.08
29-Jan,2048,0.012,0.081,0.079
5-Feb,2048,0.01,0.079,0.078
12-Feb,2048,0.012,0.077,0.077
19-Feb,2048,0.01,0.076,0.076
26-Feb,2048,0.011,0.066,0.072
5-Mar,2048,0.01,0.073,0.074
12-Mar,2048,0.012,0.072,0.073
19-Mar,2048,0.011,0.072,0.073
26-Mar,2048,0.012,0.071,0.072
2-Apr,2048,0.012,0.071,0.071
9-Apr,2048,0.012,0.07,0.071
16-Apr,2048,0.011,0.069,0.07
23-Apr,2048,0.012,0.068,0.069
30-Apr,2048,0.011,0.067,0.068
7-May,2048,0.012,0.066,0.067
14-May,2048,0.012,0.065,0.067
21-May,2048,0.013,0.064,0.066
28-May,2048,0.012,0.064,0.066
4-Jun,2048,0.013,0.065,0.065
11-Jun,2048,0.013,0.065,0.065
18-Jun,2048,0.013,0.092,0.069
25-Jun,2048,0.012,0.11,0.081
2-Jul,2048,0.013,0.12,0.11
9-Jul,2048,0.012,0.111,0.094
16-Jul,2048,0.012,0.097,0.125
23-Jul,2048,0.012,0.116,0.116
30-Jul,2048,0.012,0.117,0.109
6-Aug,2048,0.012,0.104,0.103
13-Aug,2048,0.012,0.098,0.098
20-Aug,2048,0.012,0.093,0.095
27-Aug,2048,0.012,0.092,0.1
3-Sep,2048,0.012,0.091,0.097
10-Sep,2048,0.017,0.088,0.095
17-Sep,2048,0.023,0.086,0.09
24-Sep,2048,0.026,0.097,0.125
1-Oct,2048,0.023,0.087,0.097
8-Oct,2048,0.029,0.151,0.152
15-Oct,2048,0.02,0.11,0.11
22-Oct,2048,0.018,0.131,0.105
29-Oct,2048,0.017,0.115,0.097
5-Nov,2048,0.017,0.119,0.092
12-Nov,2048,0.015,0.1,0.087
19-Nov,2048,0.015,0.089,0.084
26-Nov,2048,0.012,0.085,0.081
3-Dec,2048,0.014,0.082,0.079
10-Dec,2048,0.011,0.079,0.078
17-Dec,2048,0.012,0.077,0.076
24-Dec,2048,0.009,0.065,0.065
1-Jan,2049,0.013,0.092,0.085
8-Jan,2049,0.01,0.089,0.083
15-Jan,2049,0.011,0.086,0.082
22-Jan,2049,0.01,0.083,0.08
29-Jan,2049,0.012,0.081,0.079
5-Feb,2049,0.01,0.079,0.078
12-Feb,2049,0.012,0.077,0.077
19-Feb,2049,0.01,0.076,0.076
26-Feb,2049,0.011,0.066,0.072
5-Mar,2049,0.01,0.073,0.074
12-Mar,2049,0.012,0.072,0.073
19-Mar,2049,0.011,0.072,0.073
26-Mar,2049,0.012,0.071,0.072
2-Apr,2049,0.012,0.071,0.071
9-Apr,2049,0.012,0.07,0.071
16-Apr,2049,0.011,0.069,0.07
23-Apr,2049,0.012,0.068,0.069
30-Apr,2049,0.011,0.067,0.068
7-May,2049,0.012,0.066,0.067
14-May,2049,0.012,0.065,0.067
21-May,2049,0.013,0.064,0.066
28-May,2049,0.012,0.064,0.066
4-Jun,2049,0.013,0.065,0.065
11-Jun,2049,0.013,0.065,0.065
18-Jun,2049,0.013,0.092,0.069
25-Jun,2049,0.012,0.11,0.081
2-Jul,2049,0.013,0.12,0.11
9-Jul,2049,0.012,0.111,0.094
16-Jul,2049,0.012,0.097,0.125
23-Jul,2049,0.012,0.116,0.116
30-Jul,2049,0.012,0.117,0.109
6-Aug,2049,0.012,0.104,0.103
13-Aug,2049,0.012,0.098,0.098
20-Aug,2049,0.012,0.093,0.095
27-Aug,2049,0.012,0.092,0.1
3-Sep,2049,0.012,0.091,0.097
10-Sep,2049,0.017,0.088,0.095
17-Sep,2049,0.023,0.086,0.09
24-Sep,2049,0.026,0.097,0.125
1-Oct,2049,0.023,0.087,0.097
8-Oct,2049,0.029,0.151,0.152
15-Oct,2049,0.02,0.11,0.11
22-Oct,2049,0.018,0.131,0.105
29-Oct,2049,0.017,0.115,0.097
5-Nov,2049,0.017,0.119,0.092
12-Nov,2049,0.015,0.1,0.087
19-Nov,2049,0.015,0.089,0.084
26-Nov,2049,0.012,0.085,0.081
3-Dec,2049,0.014,0.082,0.079
10-Dec,2049,0.011,0.079,0.078
17-Dec,2049,0.012,0.077,0.076
24-Dec,2049,0.009,0.065,0.065
1-Jan,2050,0.013,0.092,0.085
8-Jan,2050,0.01,0.089,0.083
15-Jan,2050,0.011,0.086,0.082
22-Jan,2050,0.01,0.083,0.08
29-Jan,2050,0.012,0.081,0.079
5-Feb,2050,0.01,0.079,0.078
12-Feb,2050,0.012,0.077,0.077
19-Feb,2050,0.01,0.076,0.076
26-Feb,2050,0.011,0.066,0.072
5-Mar,2050,0.01,0.073,0.074
12-Mar,2050,0.012,0.072,0.073
19-Mar,2050,0.011,0.072,0.073
26-Mar,2050,0.012,0.071,0.072
2-Apr,2050,0.012,0.071,0.071
9-Apr,2050,0.012,0.07,0.071
16-Apr,2050,0.011,0.069,0.07
23-Apr,2050,0.012,0.068,0.069
30-Apr,2050,0.011,0.067,0.068
7-May,2050,0.012,0.066,0.067
14-May,2050,0.012,0.065,0.067
21-May,2050,0.013,0.064,0.066
28-May,2050,0.012,0.064,0.066
4-Jun,2050,0.013,0.065,0.065
11-Jun,2050,0.013,0.065,0.065
18-Jun,2050,0.013,0.092,0.069
25-Jun,2050,0.012,0.11,0.081
2-Jul,2050,0.013,0.12,0.11
9-Jul,2050,0.012,0.111,0.094
16-Jul,2050,0.012,0.097,0.125
23-Jul,2050,0.012,0.116,0.116
30-Jul,2050,0.012,0.117,0.109
6-Aug,2050,0.012,0.104,0.103
13-Aug,2050,0.012,0.098,0.098
20-Aug,2050,0.012,0.093,0.095
27-Aug,2050,0.012,0.092,0.1
3-Sep,2050,0.012,0.091,0.097
10-Sep,2050,0.017,0.088,0.095
17-Sep,2050,0.023,0.086,0.09
24-Sep,2050,0.026,0.097,0.125
1-Oct,2050,0.023,0.087,0.097
8-Oct,2050,0.029,0.151,0.152
15-Oct,2050,0.02,0.11,0.11
22-Oct,2050,0.018,0.131,0.105
29-Oct,2050,0.017,0.115,0.097
5-Nov,2050,0.017,0.119,0.092
12-Nov,2050,0.015,0.1,0.087
19-Nov,2050,0.015,0.089,0.084
26-Nov,2050,0.012,0.085,0.081
3-Dec,2050,0.014,0.082,0.079
10-Dec,2050,0.011,0.079,0.078
17-Dec,2050,0.012,0.077,0.076
24-Dec,2050,0.009,0.065,0.065
1-Jan,2051,0.013,0.092,0.085
8-Jan,2051,0.01,0.089,0.083
15-Jan,2051,0.011,0.086,0.082
22-Jan,2051,0.01,0.083,0.08
29-Jan,2051,0.012,0.081,0.079
5-Feb,2051,0.01,0.079,0.078
12-Feb,2051,0.012,0.077,0.077
19-Feb,2051,0.01,0.076,0.076
26-Feb,2051,0.011,0.066,0.072
5-Mar,2051,0.01,0.073,0.074
12-Mar,2051,0.012,0.072,0.073
19-Mar,2051,0.011,0.072,0.073
26-Mar,2051,0.012,0.071,0.072
2-Apr,2051,0.012,0.071,0.071
9-Apr,2051,0.012,0.07,0.071
16-Apr,2051,0.011,0.069,0.07
23-Apr,2051,0.012,0.068,0.069
30-Apr,2051,0.011,0.067,0.068
7-May,2051,0.012,0.066,0.067
14-May,2051,0.012,0.065,0.067
21-May,2051,0.013,0.064,0.066
28-May,2051,0.012,0.064,0.066
4-Jun,2051,0.013,0.065,0.065
11-Jun,2051,0.013,0.065,0.065
18-Jun,2051,0.013,0.092,0.069
25-Jun,2051,0.012,0.11,0.081
2-Jul,2051,0.013,0.12,0.11
9-Jul,2051,0.012,0.111,0.094
16-Jul,2051,0.012,0.097,0.125
23-Jul,2051,0.012,0.116,0.116
30-Jul,2051,0.012,0.117,0.109
6-Aug,2051,0.012,0.104,0.103
13-Aug,2051,0.012,0.098,0.098
20-Aug,2051,0.012,0.093,0.095
27-Aug,2051,0.012,0.092,0.1
3-Sep,2051,0.012,0.091,0.097
10-Sep,2051,0.017,0.088,0.095
17-Sep,2051,0.023,0.086,0.09
24-Sep,2051,0.026,0.097,0.125
1-Oct,2051,0.023,0.087,0.097
8-Oct,2051,0.029,0.151,0.152
15-Oct,2051,0.02,0.11,0.11
22-Oct,2051,0.018,0.131,0.105
29-Oct,2051,0.017,0.115,0.097
5-Nov,2051,0.017,0.119,0.092
12-Nov,2051,0.015,0.1,0.087
19-Nov,2051,0.015,0.089,0.084
26-Nov,2051,0.012,0.085,0.081
3-Dec,2051,0.014,0.082,0.079
10-Dec,2051,0.011,0.079,0.078
17-Dec,2051,0.012,0.077,0.076
24-Dec,2051,0.009,0.065,0.065
1-Jan,2052,0.013,0.092,0.085
8-Jan,2052,0.01,0.089,0.083
15-Jan,2052,0.011,0.086,0.082
22-Jan,2052,0.01,0.083,0.08
29-Jan,2052,0.012,0.081,0.079
5-Feb,2052,0.01,0.079,0.078
12-Feb,2052,0.012,0.077,0.077
19-Feb,2052,0.01,0.076,0.076
26-Feb,2052,0.011,0.066,0.072
5-Mar,2052,0.01,0.073,0.074
12-Mar,2052,0.012,0.072,0.073
19-Mar,2052,0.011,0.072,0.073
26-Mar,2052,0.012,0.071,0.072
2-Apr,2052,0.012,0.071,0.071
9-Apr,2052,0.012,0.07,0.071
16-Apr,2052,0.011,0.069,0.07
23-Apr,2052,0.012,0.068,0.069
30-Apr,2052,0.011,0.067,0.068
7-May,2052,0.012,0.066,0.067
14-May,2052,0.012,0.065,0.067
21-May,2052,0.013,0.064,0.066
28-May,2052,0.012,0.064,0.066
4-Jun,2052,0.013,0.065,0.065
11-Jun,2052,0.013,0.065,0.065
18-Jun,2052,0.013,0.092,0.069
25-Jun,2052,0.012,0.11,0.081
2-Jul,2052,0.013,0.12,0.11
9-Jul,2052,0.012,0.111,0.094
16-Jul,2052,0.012,0.097,0.125
23-Jul,2052,0.012,0.116,0.116
30-Jul,2052,0.012,0.117,0.109
6-Aug,2052,0.012,0.104,0.103
13-Aug,2052,0.012,0.098,0.098
20-Aug,2052,0.012,0.093,0.095
27-Aug,2052,0.012,0.092,0.1
3-Sep,2052,0.012,0.091,0.097
10-Sep,2052,0.017,0.088,0.095
17-Sep,2052,0.023,0.086,0.09
24-Sep,2052,0.026,0.097,0.125
1-Oct,2052,0.023,0.087,0.097
8-Oct,2052,0.029,0.151,0.152
15-Oct,2052,0.02,0.11,0.11
22-Oct,2052,0.018,0.131,0.105
29-Oct,2052,0.017,0.115,0.097
5-Nov,2052,0.017,0.119,0.092
12-Nov,2052,0.015,0.1,0.087
19-Nov,2052,0.015,0.089,0.084
26-Nov,2052,0.012,0.085,0.081
3-Dec,2052,0.014,0.082,0.079
10-Dec,2052,0.011,0.079,0.078
17-Dec,2052,0.012,0.077,0.076
24-Dec,2052,0.009,0.065,0.065
1-Jan,2053,0.013,0.092,0.085
8-Jan,2053,0.01,0.089,0.083
15-Jan,2053,0.011,0.086,0.082
22-Jan,2053,0.01,0.083,0.08
29-Jan,2053,0.012,0.081,0.079
5-Feb,2053,0.01,0.079,0.078
12-Feb,2053,0.012,0.077,0.077
19-Feb,2053,0.01,0.076,0.076
26-Feb,2053,0.011,0.066,0.072
5-Mar,2053,0.01,0.073,0.074
12-Mar,2053,0.012,0.072,0.073
19-Mar,2053,0.011,0.072,0.073
26-Mar,2053,0.012,0.071,0.072
2-Apr,2053,0.012,0.071,0.071
9-Apr,2053,0.012,0.07,0.071
16-Apr,2053,0.011,0.069,0.07
23-Apr,2053,0.012,0.068,0.069
30-Apr,2053,0.011,0.067,0.068
7-May,2053,0.012,0.066,0.067
14-May,2053,0.012,0.065,0.067
21-May,2053,0.013,0.064,0.066
28-May,2053,0.012,0.064,0.066
4-Jun,2053,0.013,0.065,0.065
11-Jun,2053,0.013,0.065,0.065
18-Jun,2053,0.013,0.092,0.069
25-Jun,2053,0.012,0.11,0.081
2-Jul,2053,0.013,0.12,0.11
9-Jul,2053,0.012,0.111,0.094
16-Jul,2053,0.012,0.097,0.125
23-Jul,2053,0.012,0.116,0.116
30-Jul,2053,0.012,0.117,0.109
6-Aug,2053,0.012,0.104,0.103
13-Aug,2053,0.012,0.098,0.098
20-Aug,2053,0.012,0.093,0.095
27-Aug,2053,0.012,0.092,0.1
3-Sep,2053,0.012,0.091,0.097
10-Sep,2053,0.017,0.088,0.095
17-Sep,2053,0.023,0.086,0.09
24-Sep,2053,0.026,0.097,0.125
1-Oct,2053,0.023,0.087,0.097
8-Oct,2053,0.029,0.151,0.152
15-Oct,2053,0.02,0.11,0.11
22-Oct,2053,0.018,0.131,0.105
29-Oct,2053,0.017,0.115,0.097
5-Nov,2053,0.017,0.119,0.092
12-Nov,2053,0.015,0.1,0.087
19-Nov,2053,0.015,0.089,0.084
26-Nov,2053,0.012,0.085,0.081
3-Dec,2053,0.014,0.082,0.079
10-Dec,2053,0.011,0.079,0.078
17-Dec,2053,0.012,0.077,0.076
24-Dec,2053,0.009,0.065,0.065
1-Jan,2054,0.013,0.092,0.085
8-Jan,2054,0.01,0.089,0.083
15-Jan,2054,0.011,0.086,0.082
22-Jan,2054,0.01,0.083,0.08
29-Jan,2054,0.012,0.081,0.079
5-Feb,2054,0.01,0.079,0.078
12-Feb,2054,0.012,0.077,0.077
19-Feb,2054,0.01,0.076,0.076
26-Feb,2054,0.011,0.066,0.072
5-Mar,2054,0.01,0.073,0.074
12-Mar,2054,0.012,0.072,0.073
19-Mar,2054,0.011,0.072,0.073
26-Mar,2054,0.012,0.071,0.072
2-Apr,2054,0.012,0.071,0.071
9-Apr,2054,0.012,0.07,0.071
16-Apr,2054,0.011,0.069,0.07
23-Apr,2054,0.012,0.068,0.069
30-Apr,2054,0.011,0.067,0.068
7-May,2054,0.012,0.066,0.067
14-May,2054,0.012,0.065,0.067
21-May,2054,0.013,0.064,0.066
28-May,2054,0.012,0.064,0.066
4-Jun,2054,0.013,0.065,0.065
11-Jun,2054,0.013,0.065,0.065
18-Jun,2054,0.013,0.092,0.069
25-Jun,2054,0.012,0.11,0.081
2-Jul,2054,0.013,0.12,0.11
9-Jul,2054,0.012,0.111,0.094
16-Jul,2054,0.012,0.097,0.125
23-Jul,2054,0.012,0.116,0.116
30-Jul,2054,0.012,0.117,0.109
6-Aug,2054,0.012,0.104,0.103
13-Aug,2054,0.012,0.098,0.098
20-Aug,2054,0.012,0.093,0.095
27-Aug,2054,0.012,0.092,0.1
3-Sep,2054,0.012,0.091,0.097
10-Sep,2054,0.017,0.088,0.095
17-Sep,2054,0.023,0.086,0.09
24-Sep,2054,0.026,0.097,0.125
1-Oct,2054,0.023,0.087,0.097
8-Oct,2054,0.029,0.151,0.152
15-Oct,2054,0.02,0.11,0.11
22-Oct,2054,0.018,0.131,0.105
29-Oct,2054,0.017,0.115,0.097
5-Nov,2054,0.017,0.119,0.092
12-Nov,2054,0.015,0.1,0.087
19-Nov,2054,0.015,0.089,0.084
26-Nov,2054,0.012,0.085,0.081
3-Dec,2054,0.014,0.082,0.079
10-Dec,2054,0.011,0.079,0.078
17-Dec,2054,0.012,0.077,0.076
24-Dec,2054,0.009,0.065,0.065
1-Jan,2055,0.013,0.092,0.085
8-Jan,2055,0.01,0.089,0.083
15-Jan,2055,0.011,0.086,0.082
22-Jan,2055,0.01,0.083,0.08
29-Jan,2055,0.012,0.081,0.079
5-Feb,2055,0.01,0.079,0.078
12-Feb,2055,0.012,0.077,0.077
19-Feb,2055,0.01,0.076,0.076
26-Feb,2055,0.011,0.066,0.072
5-Mar,2055,0.01,0.073,0.074
12-Mar,2055,0.012,0.072,0.073
19-Mar,2055,0.011,0.072,0.073
26-Mar,2055,0.012,0.071,0.072
2-Apr,2055,0.012,0.071,0.071
9-Apr,2055,0.012,0.07,0.071
16-Apr,2055,0.011,0.069,0.07
23-Apr,2055,0.012,0.068,0.069
30-Apr,2055,0.011,0.067,0.068
7-May,2055,0.012,0.066,0.067
14-May,2055,0.012,0.065,0.067
21-May,2055,0.013,0.064,0.066
28-May,2055,0.012,0.064,0.066
4-Jun,2055,0.013,0.065,0.065
11-Jun,2055,0.013,0.065,0.065
18-Jun,2055,0.013,0.092,0.069
25-Jun,2055,0.012,0.11,0.081
2-Jul,2055,0.013,0.12,0.11
9-Jul,2055,0.012,0.111,0.094
16-Jul,2055,0.012,0.097,0.125
23-Jul,2055,0.012,0.116,0.116
30-Jul,2055,0.012,0.117,0.109
6-Aug,2055,0.012,0.104,0.103
13-Aug,2055,0.012,0.098,0.098
20-Aug,2055,0.012,0.093,0.095
27-Aug,2055,0.012,0.092,0.1
3-Sep,2055,0.012,0.091,0.097
10-Sep,2055,0.017,0.088,0.095
17-Sep,2055,0.023,0.086,0.09
24-Sep,2055,0.026,0.097,0.125
1-Oct,2055,0.023,0.087,0.097
8-Oct,2055,0.029,0.151,0.152
15-Oct,2055,0.02,0.11,0.11
22-Oct,2055,0.018,0.131,0.105
29-Oct,2055,0.017,0.115,0.097
5-Nov,2055,0.017,0.119,0.092
12-Nov,2055,0.015,0.1,0.087
19-Nov,2055,0.015,0.089,0.084
26-Nov,2055,0.012,0.085,0.081
3-Dec,2055,0.014,0.082,0.079
10-Dec,2055,0.011,0.079,0.078
17-Dec,2055,0.012,0.077,0.076
24-Dec,2055,0.009,0.065,0.065
1-Jan,2056,0.013,0.092,0.085
8-Jan,2056,0.01,0.089,0.083
15-Jan,2056,0.011,0.086,0.082
22-Jan,2056,0.01,0.083,0.08
29-Jan,2056,0.012,0.081,0.079
5-Feb,2056,0.01,0.079,0.078
12-Feb,2056,0.012,0.077,0.077
19-Feb,2056,0.01,0.076,0.076
26-Feb,2056,0.011,0.066,0.072
5-Mar,2056,0.01,0.073,0.074
12-Mar,2056,0.012,0.072,0.073
19-Mar,2056,0.011,0.072,0.073
26-Mar,2056,0.012,0.071,0.072
2-Apr,2056,0.012,0.071,0.071
9-Apr,2056,0.012,0.07,0.071
16-Apr,2056,0.011,0.069,0.07
23-Apr,2056,0.012,0.068,0.069
30-Apr,2056,0.011,0.067,0.068
7-May,2056,0.012,0.066,0.067
14-May,2056,0.012,0.065,0.067
21-May,2056,0.013,0.064,0.066
28-May,2056,0.012,0.064,0.066
4-Jun,2056,0.013,0.065,0.065
11-Jun,2056,0.013,0.065,0.065
18-Jun,2056,0.013,0.092,0.069
25-Jun,2056,0.012,0.11,0.081
2-Jul,2056,0.013,0.12,0.11
9-Jul,2056,0.012,0.111,0.094
16-Jul,2056,0.012,0.097,0.125
23-Jul,2056,0.012,0.116,0.116
30-Jul,2056,0.012,0.117,0.109
6-Aug,2056,0.012,0.104,0.103
13-Aug,2056,0.012,0.098,0.098
20-Aug,2056,0.012,0.093,0.095
27-Aug,2056,0.012,0.092,0.1
3-Sep,2056,0.012,0.091,0.097
10-Sep,2056,0.017,0.088,0.095
17-Sep,2056,0.023,0.086,0.09
24-Sep,2056,0.026,0.097,0.125
1-Oct,2056,0.023,0.087,0.097
8-Oct,2056,0.029,0.151,0.152
15-Oct,2056,0.02,0.11,0.11
22-Oct,2056,0.018,0.131,0.105
29-Oct,2056,0.017,0.115,0.097
5-Nov,2056,0.017,0.119,0.092
12-Nov,2056,0.015,0.1,0.087
19-Nov,2056,0.015,0.089,0.084
26-Nov,2056,0.012,0.085,0.081
3-Dec,2056,0.014,0.082,0.079
10-Dec,2056,0.011,0.079,0.078
17-Dec,2056,0.012,0.077,0.076
24-Dec,2056,0.009,0.065,0.065
1-Jan,2057,0.013,0.092,0.085
8-Jan,2057,0.01,0.089,0.083
15-Jan,2057,0.011,0.086,0.082
22-Jan,2057,0.01,0.083,0.08
29-Jan,2057,0.012,0.081,0.079
5-Feb,2057,0.01,0.079,0.078
12-Feb,2057,0.012,0.077,0.077
19-Feb,2057,0.01,0.076,0.076
26-Feb,2057,0.011,0.066,0.072
5-Mar,2057,0.01,0.073,0.074
12-Mar,2057,0.012,0.072,0.073
19-Mar,2057,0.011,0.072,0.073
26-Mar,2057,0.012,0.071,0.072
2-Apr,2057,0.012,0.071,0.071
9-Apr,2057,0.012,0.07,0.071
16-Apr,2057,0.011,0.069,0.07
23-Apr,2057,0.012,0.068,0.069
30-Apr,2057,0.011,0.067,0.068
7-May,2057,0.012,0.066,0.067
14-May,2057,0.012,0.065,0.067
21-May,2057,0.013,0.064,0.066
28-May,2057,0.012,0.064,0.066
4-Jun,2057,0.013,0.065,0.065
11-Jun,2057,0.013,0.065,0.065
18-Jun,2057,0.013,0.092,0.069
25-Jun,2057,0.012,0.11,0.081
2-Jul,2057,0.013,0.12,0.11
9-Jul,2057,0.012,0.111,0.094
16-Jul,2057,0.012,0.097,0.125
23-Jul,2057,0.012,0.116,0.116
30-Jul,2057,0.012,0.117,0.109
6-Aug,2057,0.012,0.104,0.103
13-Aug,2057,0.012,0.098,0.098
20-Aug,2057,0.012,0.093,0.095
27-Aug,2057,0.012,0.092,0.1
3-Sep,2057,0.012,0.091,0.097
10-Sep,2057,0.017,0.088,0.095
17-Sep,2057,0.023,0.086,0.09
24-Sep,2057,0.026,0.097,0.125
1-Oct,2057,0.023,0.087,0.097
8-Oct,2057,0.029,0.151,0.152
15-Oct,2057,0.02,0.11,0.11
22-Oct,2057,0.018,0.131,0.105
29-Oct,2057,0.017,0.115,0.097
5-Nov,2057,0.017,0.119,0.092
12-Nov,2057,0.015,0.1,0.087
19-Nov,2057,0.015,0.089,0.084
26-Nov,2057,0.012,0.085,0.081
3-Dec,2057,0.014,0.082,0.079
10-Dec,2057,0.011,0.079,0.078
17-Dec,2057,0.012,0.077,0.076
24-Dec,2057,0.009,0.065,0.065
1-Jan,2058,0.013,0.092,0.085
8-Jan,2058,0.01,0.089,0.083
15-Jan,2058,0.011,0.086,0.082
22-Jan,2058,0.01,0.083,0.08
29-Jan,2058,0.012,0.081,0.079
5-Feb,2058,0.01,0.079,0.078
12-Feb,2058,0.012,0.077,0.077
19-Feb,2058,0.01,0.076,0.076
26-Feb,2058,0.011,0.066,0.072
5-Mar,2058,0.01,0.073,0.074
12-Mar,2058,0.012,0.072,0.073
19-Mar,2058,0.011,0.072,0.073
26-Mar,2058,0.012,0.071,0.072
2-Apr,2058,0.012,0.071,0.071
9-Apr,2058,0.012,0.07,0.071
16-Apr,2058,0.011,0.069,0.07
23-Apr,2058,0.012,0.068,0.069
30-Apr,2058,0.011,0.067,0.068
7-May,2058,0.012,0.066,0.067
14-May,2058,0.012,0.065,0.067
21-May,2058,0.013,0.064,0.066
28-May,2058,0.012,0.064,0.066
4-Jun,2058,0.013,0.065,0.065
11-Jun,2058,0.013,0.065,0.065
18-Jun,2058,0.013,0.092,0.069
25-Jun,2058,0.012,0.11,0.081
2-Jul,2058,0.013,0.12,0.11
9-Jul,2058,0.012,0.111,0.094
16-Jul,2058,0.012,0.097,0.125
